review_id,review_priority,problem_type,imported_athlete_2019,discipline,suggested_existing_athlete_id,suggested_existing_athlete,suggested_existing_country,suggestion_confidence,collision_or_change_countries,decision,action,country,notes,imported_2019_results_by_country,existing_athlete_2018_results_by_country,future_country_evidence
athlete_match_0e42bdb2179d5258,medium,possible_existing_athlete_match,Huang Tzu-Hsing,WAG,4743,Huang Tzu Hsing,TPE,0.933,TPE,merge as same athlete,,,,TPE: 2019 - Asian Junior Cup (13 results); 2019 - Junior World Championships (7 results),TPE: 2018 - Gymnasiade (5 results),Huang Tzu-Hsing: 2020: TPE:5 / 2022: TPE:7 / 2023: TPE:1 / 2024: TPE:17 | Huang Tzu Hsing: not found 2020-2025
athlete_match_ede89ee5e396257f,medium,possible_existing_athlete_match,Hung Shih-Tung,MAG,1179,Hung Shih Tung,TPE,0.929,TPE,merge as same athlete,,,,TPE: 2019 - Melbourne World Cup (4 results); 2019 - Singapore Open (9 results),TPE: 2018 - Singapore Open (5 results),Hung Shih-Tung: 2021: TPE:7 / 2023: TPE:8 | Hung Shih Tung: not found 2020-2025
athlete_match_aa78fcd98d5ad704,medium,possible_existing_athlete_match,Ilya Lyubimov,MAG,1216,Ilya Lyubinov,RUS,0.923,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (7 results),RUS: 2018 - Russian Championships (15 results),Ilya Lyubimov: 2020: RUS:3 | Ilya Lyubinov: not found 2020-2025
athlete_match_b41c9efcd4f497f1,medium,possible_existing_athlete_match,Ilya Vasilenka,MAG,1210,Iliya Vaslenka,BLR,0.929,BLR,merge as same athlete,,,,BLR: 2019 - Barborka Cup (7 results); 2019 - European Games Test Event (7 results),BLR: 2018 - Voronin Cup (11 results),Ilya Vasilenka: 2020: BLR:16 / 2021: BLR:13 | Iliya Vaslenka: not found 2020-2025
athlete_match_8ace63000b0321b2,medium,possible_existing_athlete_match,Ingrid Hafenbrädl,WAG,4783,Ingrid Häfenbradl,NOR,0.882,NOR,merge as same athlete,,,,NOR: 2019 - 1st Norwegian FIG Meet (3 results); 2019 - DTB Team Challenge (1 result); 2019 - Tiger Cup (4 results); 2019 - Unni & Haralds Trophy (2 results),NOR: 2018 - DTB Pokal Team Challenge (1 result),Ingrid Hafenbrädl: not found 2020-2025 | Ingrid Häfenbradl: not found 2020-2025
athlete_match_5ab8d7c37740e97b,medium,possible_existing_athlete_match,Iris Goncalves,WAG,4812,Iris Gonçalves,POR,0.929,POR,merge as same athlete,,,,POR: 2019 - Portuguese Championships (5 results); 2019 - Portuguese Super Finals (6 results),POR: 2018 - Portuguese Championships (7 results),Iris Goncalves: not found 2020-2025 | Iris Gonçalves: 2023: POR:7
athlete_match_6c3aa4a7f2741da4,medium,possible_existing_athlete_match,Iryna Govzan,WAG,4805,Irina Govzan,UKR,0.917,UKR,merge as same athlete,,,,UKR: 2019 - Ukrainian Championships (5 results),UKR: 2018 - Ukraine Cup (10 results),Iryna Govzan: not found 2020-2025 | Irina Govzan: not found 2020-2025
athlete_match_44202baee86134b4,medium,possible_existing_athlete_match,Issac Cotto,MAG,1229,Isaac Cotto,PUR,0.909,PUR,merge as same athlete,,,,PUR: 2019 - Liukin Invitational (7 results),PUR: 2018 - Central American & Caribbean Games (5 results); 2018 - Pan American Championships (5 results),Issac Cotto: not found 2020-2025 | Isaac Cotto: not found 2020-2025
athlete_match_5621a376cdb527cf,medium,possible_existing_athlete_match,Ivan Karasyov,MAG,1248,Ivan Karasyev,RUS,0.923,RUS,merge as same athlete,,,,RUS: 2019 - Russian Junior Championships (15 results),RUS: 2018 - Russian Junior Championships (16 results),Ivan Karasyov: not found 2020-2025 | Ivan Karasyev: not found 2020-2025
athlete_match_a96f5d9d7f7ee1dc,medium,possible_existing_athlete_match,Jake Stanley,MAG,1273,Jack Stanley,GBR,0.917,GBR,keep separate,,,Post-decision conflict review: different athlete; keep separate.,GBR: 2019 - British Championships (7 results),GBR: 2018 - British Championships (13 results); 2018 - English Championships (7 results),Jake Stanley: not found 2020-2025 | Jack Stanley: 2021: GBR:2 / 2022: GBR:69 / 2023: GBR:2 / 2025: GBR:36
athlete_match_6bdca0e586174dfd,medium,possible_existing_athlete_match,Jalin Möhlenbrock,WAG,4869,Jalin Mühlenbrock,GER,0.941,GER,merge as same athlete,,,,GER: 2019 - 1st Bundesliga (1 result); 2019 - 3rd Bundesliga (1 result),GER: 2018 - 1st Bundesliga (2 results); 2018 - 2nd Bundesliga (2 results); 2018 - 3rd Bundesliga (2 results); 2018 - 4th Bundesliga (1 result),Jalin Möhlenbrock: not found 2020-2025 | Jalin Mühlenbrock: not found 2020-2025
athlete_match_f0e9f836a9e6dba4,medium,possible_existing_athlete_match,Jayson Rampersas,MAG,1357,Jayson Rampersad,CAN,0.938,CAN,merge as same athlete,,,,CAN: 2019 - International Junior Team Cup (8 results),CAN: 2018 - Elite Canada (11 results),Jayson Rampersas: not found 2020-2025 | Jayson Rampersad: 2020: CAN:1 / 2021: CAN:32 / 2022: CAN:16 / 2023: CAN:30 / 2024: CAN:14 / 2025: CAN:20
athlete_match_28635cc499299394,medium,possible_existing_athlete_match,Jermain Gruenberg,MAG,1369,Jermain Grünberg,NED,0.909,NED,merge as same athlete,,,,NED: 2019 - Cottbus World Cup (1 result),NED: 2018 - Dutch Championships (12 results); 2018 - European Championships (7 results),Jermain Gruenberg: not found 2020-2025 | Jermain Grünberg: 2021: NED:17 / 2022: NED:33 / 2023: NED:54 / 2024: NED:47 / 2025: NED:44
athlete_match_8a06f4d9ea5d2020,medium,possible_existing_athlete_match,Jermain Grunberg,MAG,1369,Jermain Grünberg,NED,0.938,NED,merge as same athlete,,,,NED: 2019 - Heerenveen Men's Friendly (7 results),NED: 2018 - Dutch Championships (12 results); 2018 - European Championships (7 results),Jermain Grunberg: 2021: NED:7 | Jermain Grünberg: 2021: NED:17 / 2022: NED:33 / 2023: NED:54 / 2024: NED:47 / 2025: NED:44
athlete_match_6beb0407d7bd749e,medium,possible_existing_athlete_match,Jimi Päivanen,MAG,1386,Jimi Päivänen,FIN,0.923,FIN,merge as same athlete,,,,FIN: 2019 - Guimaraes Challenge Cup (2 results),FIN: 2018 - Finnish Championships (2 results); 2018 - Paris Challenge Cup (1 result),Jimi Päivanen: not found 2020-2025 | Jimi Päivänen: 2020: FIN:4 / 2021: FIN:5 / 2022: FIN:5 / 2023: FIN:1 / 2024: FIN:1
athlete_match_5664c933421306a3,medium,possible_existing_athlete_match,Joao Lucas Vieira,MAG,1403,João Lucas Vieira,BRA,0.941,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Championships (13 results),BRA: 2018 - Brazilian Event Championships (4 results),Joao Lucas Vieira: not found 2020-2025 | João Lucas Vieira: not found 2020-2025
athlete_match_4e1ede7c08928e49,medium,possible_existing_athlete_match,Joshua Cook,MAG,1468,Josh Cook,GBR,0.9,GBR,merge as same athlete,,,,GBR: 2019 - Cardiff Men's Friendly (7 results),GBR: 2018 - British Championships (10 results); 2018 - Commonwealth Games (14 results); 2018 - Welsh Championships (7 results),Joshua Cook: 2022: GBR:17 | Josh Cook: 2023: GBR:4
athlete_match_48d32c6239277c2b,medium,possible_existing_athlete_match,Julio Gonçalves,MAG,1505,Julio Goncalves,BRA,0.933,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Championships (9 results),BRA: 2018 - Brazilian Junior Championships (10 results),Julio Gonçalves: not found 2020-2025 | Julio Goncalves: not found 2020-2025
athlete_match_f0fc5abe28ce42e4,medium,possible_existing_athlete_match,Jumpei Oka,MAG,1510,Junpei Oka,JPN,0.9,JPN,merge as same athlete,,,,JPN: 2019 - Asian Championships (6 results),JPN: 2018 - All-Japan Championships (14 results); 2018 - All-Japan Event Championships (2 results); 2018 - All-Japan Team Championships (3 results); 2018 - NHK Trophy (7 results),Jumpei Oka: 2020: JPN:7 | Junpei Oka: 2020: JPN:21 / 2021: JPN:23
athlete_match_49cd511d74b199c1,medium,possible_existing_athlete_match,Kacper Gamczarek,MAG,1521,Kacper Garnczarek,POL,0.909,POL,merge as same athlete,,,,POL: 2019 - Stella Zakharova Cup (10 results),POL: 2018 - International GymSport (10 results); 2018 - Youth Olympic Games Qualifier (7 results),Kacper Gamczarek: not found 2020-2025 | Kacper Garnczarek: 2020: POL:20 / 2021: POL:19 / 2022: POL:34 / 2023: POL:19 / 2024: POL:16 / 2025: POL:37
athlete_match_7d05ad3b2380a33e,medium,possible_existing_athlete_match,Kateryna Morozova,WAG,5101,Katerina Morozova,UKR,0.941,UKR,merge as same athlete,,,,UKR: 2019 - Ukrainian Championships (3 results),UKR: 2018 - Ukraine Cup (6 results),Kateryna Morozova: not found 2020-2025 | Katerina Morozova: not found 2020-2025
athlete_match_2644d395f9c7d4d2,medium,possible_existing_athlete_match,Kateryna Shumeiko,WAG,5103,Katerina Shumeiko,UKR,0.941,UKR,merge as same athlete,,,,UKR: 2019 - Ukrainian Championships (5 results),UKR: 2018 - Ukraine Cup (11 results),Kateryna Shumeiko: not found 2020-2025 | Katerina Shumeiko: not found 2020-2025
athlete_match_194fdfb76aced593,medium,possible_existing_athlete_match,Kateryna Zhosan,WAG,5104,Katerina Zhosan,UKR,0.933,UKR,merge as same athlete,,,,UKR: 2019 - Ukrainian Championships (5 results),UKR: 2018 - Ukraine Cup (5 results),Kateryna Zhosan: not found 2020-2025 | Katerina Zhosan: not found 2020-2025
athlete_match_70303462f81eb3fd,medium,possible_existing_athlete_match,Katsiaryna Yesis,WAG,5128,Katsiaryina Yesi,BLR,0.938,BLR,merge as same athlete,,,,BLR: 2019 - Tiger Cup (6 results),BLR: 2018 - Liepaja Championships (6 results),Katsiaryna Yesis: 2021: BLR:5 | Katsiaryina Yesi: not found 2020-2025
athlete_match_1416ac9a54afb111,medium,possible_existing_athlete_match,Kazuki Manami,MAG,1551,Kazuki Minami,JPN,0.923,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Team Championships (1 result),JPN: 2018 - All-Japan Team Championships (2 results),Kazuki Manami: not found 2020-2025 | Kazuki Minami: 2020: JPN:3 / 2021: JPN:8 / 2022: JPN:11 / 2023: JPN:35 / 2024: JPN:15 / 2025: JPN:24
athlete_match_989021eadab6b664,medium,possible_existing_athlete_match,Kiichi Kaneta,MAG,1598,Kiichi Kaneda,JPN,0.923,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (7 results); 2019 - Voronin Cup (11 results),JPN: 2018 - All-Japan Team Championships (2 results),"Kiichi Kaneta: 2022: JPN:5 / 2025: JAM:1, JPN:16 | Kiichi Kaneda: 2020: JPN:22 / 2021: JPN:20 / 2022: JPN:18 / 2023: JPN:24 / 2024: JPN:34"
athlete_match_9191bd362ce02198,medium,possible_existing_athlete_match,Kogawa Hiramatsu,MAG,1625,Kokawa Hiramatsu,JPN,0.938,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (1 result),JPN: 2018 - All-Japan Team Championships (1 result),Kogawa Hiramatsu: not found 2020-2025 | Kokawa Hiramatsu: not found 2020-2025
athlete_match_d5ef875899327eff,medium,possible_existing_athlete_match,Konstantinos Kalaïzis,MAG,1635,Konstantinos Kalaitzis,GRE,0.93,GRE,merge as same athlete,,,,GRE: 2019 - Greek Championships (13 results),GRE: 2018 - Greek Championships (14 results),Konstantinos Kalaïzis: not found 2020-2025 | Konstantinos Kalaitzis: 2022: GRE:1
athlete_match_935f2b1f5fd8f16d,medium,possible_existing_athlete_match,Kotaro Suetsugo,MAG,1641,Kotaro Suetsugi,JPN,0.933,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Junior Championships (7 results); 2019 - All-Japan Team Championships (2 results),JPN: 2018 - RD761 Junior International Cup (7 results),Kotaro Suetsugo: 2020: JPN:14 / 2021: JPN:4 / 2022: JPN:4 / 2023: JPN:25 / 2024: JPN:17 / 2025: JPN:48 | Kotaro Suetsugi: 2023: JPN:5
athlete_match_ff06136449e98423,medium,possible_existing_athlete_match,Kotona Nagashima,WAG,5196,Koto Nagashima,JPN,0.933,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (5 results); 2019 - All-Japan Event Championships (1 result); 2019 - All-Japan Team Championships (2 results),JPN: 2018 - All-Japan Event Championships (1 result),Kotona Nagashima: 2021: JPN:5 / 2024: JPN:5 | Koto Nagashima: not found 2020-2025
athlete_match_c93964c60d924328,medium,possible_existing_athlete_match,Laurie Denommée,WAG,5294,Laurie Denommee,CAN,0.933,CAN,merge as same athlete,,,,CAN: 2019 - Canadian Championships (10 results); 2019 - Elite Canada (3 results); 2019 - International Gymnix (5 results); 2019 - Top 12 Semi-Finals (5 results),CAN: 2018 - Canadian Championships (14 results); 2018 - Elite Canada (7 results); 2018 - Guimaraes Challenge Cup (12 results); 2018 - Pan American Championships (10 results); 2018 - Szombathely Challenge Cup (12 results); 2018 - Top 12 Final (2 results); 2018 - Top 12 Series 4 (5 results),Laurie Denommée: 2020: CAN:6 / 2021: CAN:18 / 2022: CAN:59 / 2023: CAN:5 / 2024: CAN:22 | Laurie Denommee: 2020: CAN:6
athlete_match_c5cfe8c6ac05e7a2,medium,possible_existing_athlete_match,Lee Da-yeong,WAG,5318,Lee Da Yeong,KOR,0.917,KOR,merge as same athlete,,,,KOR: 2019 - Junior World Championships (5 results); 2019 - Korean National Team Selection (5 results),KOR: 2018 - Asian Junior Championships (6 results),Lee Da-yeong: not found 2020-2025 | Lee Da Yeong: not found 2020-2025
athlete_match_16b4f8da8795ff22,medium,possible_existing_athlete_match,Lee Jae-sung,MAG,1675,Lee Jae-seong,KOR,0.88,KOR,merge as same athlete,,,,KOR: 2019 - Asian Championships (10 results),KOR: 2018 - Asian Games (5 results),Lee Jae-sung: not found 2020-2025 | Lee Jae-seong: not found 2020-2025
athlete_match_5adc3d40d390daa3,medium,possible_existing_athlete_match,Lee Jung-hyo,MAG,1676,Lee Jun-ho,KOR,0.909,KOR,keep separate,,,Post-decision conflict review: different athlete; keep separate.,KOR: 2019 - Korea Cup (3 results); 2019 - Summer Universiade (15 results); 2019 - World Championships (14 results),KOR: 2018 - Asian Games (13 results); 2018 - World Championships (7 results),Lee Jung-hyo: not found 2020-2025 | Lee Jun-ho: not found 2020-2025
athlete_match_fb96427687b89785,medium,possible_existing_athlete_match,Lilli-Clo Thorp-Richens,WAG,5397,Lilli Thorp-Richens,GBR,0.905,GBR,merge as same athlete,,,,GBR: 2019 - British Team Championships (5 results),GBR: 2018 - British Team Championships (5 results),Lilli-Clo Thorp-Richens: not found 2020-2025 | Lilli Thorp-Richens: not found 2020-2025
athlete_match_6ad9719979709acc,medium,possible_existing_athlete_match,Lin Hsin-Chih,MAG,1718,Lin Hsin Chih,TPE,0.923,TPE,merge as same athlete,,,,TPE: 2019 - Baku World Cup (6 results),TPE: 2018 - Singapore Open (6 results),Lin Hsin-Chih: not found 2020-2025 | Lin Hsin Chih: not found 2020-2025
athlete_match_465563af36bc866f,medium,possible_existing_athlete_match,Lin Ta-Lung,MAG,1719,Lin Ta Lung,TPE,0.909,TPE,merge as same athlete,,,,TPE: 2019 - Junior World Championships (7 results),TPE: 2018 - Gymnasiade (9 results),Lin Ta-Lung: not found 2020-2025 | Lin Ta Lung: not found 2020-2025
athlete_match_273f32add076406e,medium,possible_existing_athlete_match,Linnéa Rein,WAG,5425,Linnea Rein,GER,0.909,GER,merge as same athlete,,,,GER: 2019 - Pre-Olympic Youth Cup (5 results),GER: 2018 - German Junior Championships (5 results),Linnéa Rein: not found 2020-2025 | Linnea Rein: 2020: GER:5 / 2021: GER:4
athlete_match_23d4d6061eb5111e,medium,possible_existing_athlete_match,Loïcia Porte,WAG,5469,Loicia Porte,FRA,0.917,FRA,merge as same athlete,,,,FRA: 2019 - Elite Gym Massilia (5 results),FRA: 2018 - Top 12 Series 1 (5 results); 2018 - Top 12 Series 2 (5 results),Loïcia Porte: 2021: FRA:10 | Loicia Porte: 2022: FRA:10 / 2023: FRA:30 / 2024: FRA:23 / 2025: FRA:37
athlete_match_0593421bb58a5e7f,medium,possible_existing_athlete_match,Lucas Eduard Souza,MAG,1784,Lucas Eduardo de Souza,BRA,0.9,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Championships (7 results),BRA: 2018 - Brazilian Championships (7 results),Lucas Eduard Souza: not found 2020-2025 | Lucas Eduardo de Souza: not found 2020-2025
athlete_match_c8820ee90b3a3e61,medium,possible_existing_athlete_match,Luis Barroca,MAG,1761,Luas Barroca,POR,0.917,POR,merge as same athlete,,,,POR: 2019 - International GymSport (1 result),POR: 2018 - International GymSport (1 result),Luis Barroca: 2022: POR:1 | Luas Barroca: not found 2020-2025
athlete_match_8a8e6b4de29fe642,medium,possible_existing_athlete_match,Lukas Bahamondes,MAG,1779,Lucas Bahamondes,DEN,0.938,DEN,merge as same athlete,,,,DEN: 2019 - Northern European Championships (8 results),DEN: 2018 - Danish Championships (9 results); 2018 - European Championships (7 results); 2018 - Nordic Championships (9 results),Lukas Bahamondes: not found 2020-2025 | Lucas Bahamondes: 2024: DEN:15
athlete_match_50a5aded31fd0c3e,medium,possible_existing_athlete_match,Luke Welsh,MAG,1825,Luke Walsh,IRL,0.9,IRL,merge as same athlete,,,,IRL: 2019 - Irish Super Championships (4 results),IRL: 2018 - Irish Championships (5 results); 2018 - Irish Super Championships (2 results),Luke Welsh: not found 2020-2025 | Luke Walsh: 2023: IRL:4
athlete_match_46721d003be408a1,medium,possible_existing_athlete_match,Lydia-May Collins,WAG,5558,Lydia May Collins,GBR,0.941,GBR,merge as same athlete,,,,GBR: 2019 - British Championships (5 results); 2019 - English Championships (5 results),GBR: 2018 - British Championships (5 results); 2018 - British Team Championships (3 results); 2018 - English Championships (5 results),Lydia-May Collins: not found 2020-2025 | Lydia May Collins: not found 2020-2025
athlete_match_1fee7fc49442b786,medium,possible_existing_athlete_match,Maja Skalska,WAG,5044,Kaja Skalska,POL,0.917,POL,keep separate,,,Post-decision conflict review: different athlete; keep separate.,POL: 2019 - Polish Championships (1 result),POL: 2018 - Barborka Cup (5 results); 2018 - European Championships (7 results); 2018 - Gym Festival Trnava (5 results); 2018 - International GymSport (13 results); 2018 - Olympic Hopes Cup (7 results); 2018 - Polish Championships (13 results); 2018 - Polish Cup (10 results); 2018 - Zifcakovcov Memorial (5 results),Maja Skalska: not found 2020-2025 | Kaja Skalska: 2020: POL:19 / 2021: POL:30 / 2022: POL:1 / 2023: POL:38 / 2024: POL:9 / 2025: POL:17
athlete_match_dc4df1c5bccdaf0a,medium,possible_existing_athlete_match,Majdi Al Hmood,MAG,1844,Majdi Al-Hmood,JOR,0.929,JOR,merge as same athlete,,,,JOR: 2019 - Asian Championships (2 results); 2019 - Koper Challenge Cup (1 result); 2019 - Mersin Challenge Cup (8 results); 2019 - World Championships (1 result),JOR: 2018 - Koper Challenge Cup (1 result); 2018 - Mersin Challenge Cup (7 results),Majdi Al Hmood: not found 2020-2025 | Majdi Al-Hmood: not found 2020-2025
athlete_match_eaef4845faf18a03,medium,possible_existing_athlete_match,Maksymillan Roj,MAG,1858,Maksymilian Roj,POL,0.933,POL,merge as same athlete,,,,POL: 2019 - Polish Men's Cup (1 result),POL: 2018 - Polish Championships (12 results),Maksymillan Roj: not found 2020-2025 | Maksymilian Roj: not found 2020-2025
athlete_match_59bfe556a0d72526,medium,possible_existing_athlete_match,Maria Fariña,WAG,5699,Maria Farina,ESP,0.917,ESP,merge as same athlete,,,,ESP: 2019 - 1st Spanish League (1 result); 2019 - Spanish Championships (5 results),ESP: 2018 - 3rd Spanish League (5 results),Maria Fariña: not found 2020-2025 | Maria Farina: not found 2020-2025
athlete_match_b0eced2a05cc631b,medium,possible_existing_athlete_match,Maria Maya,WAG,5710,Maria Maza,MEX,0.9,MEX,merge as same athlete,,,,MEX: 2019 - Mexican Championships (5 results),MEX: 2018 - Mexican Championships (7 results),Maria Maya: not found 2020-2025 | Maria Maza: not found 2020-2025
athlete_match_0fc700542428794a,medium,possible_existing_athlete_match,Marko Scombolec,MAG,1899,Marko Sambolec,CRO,0.897,CRO,merge as same athlete,,,,CRO: 2019 - Stella Zakharova Cup (2 results),CRO: 2018 - European Championships (8 results); 2018 - Israeli Championships (1 result); 2018 - Stella Zakharova Cup (2 results); 2018 - Voronin Cup (2 results),Marko Scombolec: not found 2020-2025 | Marko Sambolec: 2020: CRO:1 / 2021: CRO:2 / 2022: CRO:9 / 2023: CRO:5 / 2024: CRO:9 / 2025: CRO:10
athlete_match_48afd72993a90f0d,medium,possible_existing_athlete_match,Marta Plomer,WAG,5776,Marina Plomer,ESP,0.88,ESP,merge as same athlete,,,,ESP: 2020 - 1st Spanish League (2020 season) (2 results),ESP: 2018 - 1st Bundesliga (2 results); 2018 - 1st Spanish League (2 results); 2018 - 2nd Spanish League (3 results); 2018 - 3rd Bundesliga (1 result); 2018 - 3rd Spanish League (5 results); 2018 - Mallorca Cup (3 results); 2018 - Spanish Championships (5 results); 2018 - Top 12 Series 4 (3 results),Marta Plomer: 2020: ESP:5 / 2021: ESP:13 / 2022: ESP:27 / 2023: ESP:14 / 2024: ESP:22 | Marina Plomer: not found 2020-2025
athlete_match_d424ef0fb66761ed,medium,possible_existing_athlete_match,Martjin de Veer,MAG,1905,Martijn de Veer,NED,0.933,NED,merge as same athlete,,,,NED: 2019 - International Junior Team Cup (7 results),NED: 2018 - Dutch Championships (11 results),Martjin de Veer: not found 2020-2025 | Martijn de Veer: 2021: NED:10 / 2022: NED:40 / 2023: NED:23 / 2024: NED:17 / 2025: NED:5
athlete_match_d214a9764dcff4a6,medium,possible_existing_athlete_match,Mateus da Silva,MAG,1927,Mateus Silva,BRA,0.889,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Championships (10 results),BRA: 2018 - Brazilian Event Championships (5 results); 2018 - Brazilian Junior Championships (11 results),Mateus da Silva: not found 2020-2025 | Mateus Silva: 2022: BRA:8
athlete_match_4921ffeb77d23d54,medium,possible_existing_athlete_match,Matthew Cormier,MAG,1940,Matt Cormier,USA,0.889,USA,merge as same athlete,,,,USA: 2019 - Junior World Championships (10 results); 2019 - U.S. Championships D1 (7 results); 2019 - U.S. Championships D2 (7 results),USA: 2018 - U.S. Championships (14 results),Matthew Cormier: 2022: USA:3 | Matt Cormier: 2020: USA:14 / 2022: USA:34 / 2023: USA:21 / 2024: USA:14
athlete_match_afdebd2dedfb8757,medium,possible_existing_athlete_match,Matvei Shurygin,MAG,1963,Matvey Shuryagin,RUS,0.903,RUS,merge as same athlete,,,,RUS: 2019 - Russian Championships (14 results),RUS: 2018 - Russian Championships (4 results),Matvei Shurygin: not found 2020-2025 | Matvey Shuryagin: not found 2020-2025
athlete_match_f9f33b803aed19df,medium,possible_existing_athlete_match,Medina Kenenbay,WAG,5865,Medina Kenenbai,KAZ,0.933,KAZ,merge as same athlete,,,,KAZ: 2019 - Junior World Championships (7 results); 2019 - Voronin Cup (8 results),KAZ: 2018 - Dityatin Cup (9 results); 2018 - Kazakhstan Championships (8 results); 2018 - Voronin Cup (8 results),Medina Kenenbay: 2022: KAZ:2 | Medina Kenenbai: not found 2020-2025
athlete_match_1552cd88b324eb55,medium,possible_existing_athlete_match,Michael Mancara,MAG,1998,Michael Mancera,COL,0.933,COL,merge as same athlete,,,,COL: 2019 - Colombian Championships (9 results),COL: 2018 - Colombian Championships (8 results),Michael Mancara: not found 2020-2025 | Michael Mancera: not found 2020-2025
athlete_match_f8c22f6ed4626871,medium,possible_existing_athlete_match,Mikako Serito,WAG,5922,Mikako Serita,JPN,0.923,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (5 results),JPN: 2018 - All-Japan Championships (5 results); 2018 - All-Japan Team Championships (1 result),Mikako Serito: not found 2020-2025 | Mikako Serita: 2020: JPN:15 / 2021: JPN:25 / 2022: JPN:20 / 2023: JPN:35 / 2024: JPN:11 / 2025: JPN:28
athlete_match_e7f0b764368d7bd1,medium,possible_existing_athlete_match,Miriana Diaz,WAG,5736,Mariana Diaz,MEX,0.917,MEX,merge as same athlete,,,,MEX: 2019 - Mexican Championships (5 results),MEX: 2018 - Mexican Championships (7 results),Miriana Diaz: not found 2020-2025 | Mariana Diaz: 2022: MEX:5
athlete_match_9df71c1756d5ae62,medium,possible_existing_athlete_match,Miyabi Koyama,WAG,5962,Miyaba Koyama,JPN,0.923,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Event Championships (1 result),JPN: 2018 - All-Japan Event Championships (1 result),Miyabi Koyama: not found 2020-2025 | Miyaba Koyama: not found 2020-2025
athlete_match_707d32b9c60613ce,medium,possible_existing_athlete_match,Momoka Sugimoto,WAG,5973,Momo Sugimoto,JPN,0.929,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Junior Championships (2 results),JPN: 2018 - All-Japan Team Championships (5 results),Momoka Sugimoto: not found 2020-2025 | Momo Sugimoto: not found 2020-2025
athlete_match_9a7129d4dfd1dcd8,medium,possible_existing_athlete_match,Motohiro Yamada,MAG,2079,Mohohiro Yamada,JPN,0.933,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (7 results); 2019 - All-Japan Event Championships (1 result); 2019 - All-Japan Student Championships (7 results),JPN: 2018 - All-Japan Team Championships (4 results),Motohiro Yamada: 2020: JPN:7 / 2021: JPN:16 / 2022: JPN:7 / 2024: JPN:10 / 2025: JPN:27 | Mohohiro Yamada: not found 2020-2025
athlete_match_9458066a86df75e2,medium,possible_existing_athlete_match,Muhammad Try Saputra,MAG,2094,Muhammad Saputra,INA,0.889,INA,merge as same athlete,,,,INA: 2019 - Asian Championships (7 results),INA: 2018 - Asian Games (4 results),Muhammad Try Saputra: not found 2020-2025 | Muhammad Saputra: not found 2020-2025
athlete_match_181e474adefce485,medium,possible_existing_athlete_match,Naoto Hayasaki,MAG,2109,Naoto Hayasaka,JPN,0.929,JPN,merge as same athlete,,,,JPN: 2019 - All-Japan Championships (7 results),JPN: 2018 - All-Japan Championships (14 results); 2018 - All-Japan Event Championships (1 result); 2018 - All-Japan Team Championships (4 results); 2018 - NHK Trophy (7 results),Naoto Hayasaki: not found 2020-2025 | Naoto Hayasaka: 2020: JPN:14 / 2021: JPN:32
athlete_match_29d8ec2dd0e0ecf0,medium,possible_existing_athlete_match,Natalia de Jesus,WAG,6030,Natalia Jesus,BRA,0.897,BRA,merge as same athlete,,,,BRA: 2019 - Brazilian Championships (6 results); 2019 - Brazilian Event Championships (5 results),BRA: 2018 - Brazilian Event Championships (3 results); 2018 - Brazilian Junior Championships (8 results),Natalia de Jesus: 2021: BRA:7 | Natalia Jesus: not found 2020-2025
athlete_match_90d711bb2a7df6c0,medium,possible_existing_athlete_match,Nathaniel Gilroy,MAG,2118,Nathanael Gilroy,CAN,0.938,CAN,merge as same athlete,,,,CAN: 2019 - International Junior Team Cup (7 results),CAN: 2018 - Canadian Championships (8 results); 2018 - Elite Canada (9 results),Nathaniel Gilroy: not found 2020-2025 | Nathanael Gilroy: 2020: CAN:7 / 2023: CAN:8
athlete_match_92b8b1c9b99531f8,medium,possible_existing_athlete_match,Nico Olivieri,MAG,2137,Nico Oliveiri,ITA,0.923,ITA,merge as same athlete,,,,ITA: 2019 - 1st Italian Serie A (4 results),ITA: 2018 - 1st Italian Serie A (4 results); 2018 - 2nd Italian Serie A (3 results); 2018 - 3rd Italian Serie A (3 results),Nico Olivieri: 2020: ITA:8 / 2021: ITA:7 / 2023: ITA:1 | Nico Oliveiri: 2020: ITA:3 / 2022: ITA:1
